Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureToSalaryRatio,NoPromotionFlag,OvertimeRiskWeight,SatisfactionScore,CareerStagnation,LowIncomeFlag,ManagerRisk,RiskScore,Attrition_Actual,HighRiskFlag,ReplacementCostUSD
36,Non-Travel,1105,Research & Development,24,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,No,15,3,3,1,11,3,3,9,8,0,8,1.5861825869604893,0,0,2.3333333333333335,0.6666666666666666,0,0,0.1692563479995422,0,0,102132.0
32,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,No,14,3,3,1,13,3,2,13,8,4,8,2.370532457627547,1,0,3.3333333333333335,0.5714285714285714,0,0,0.2532271973466004,0,0,98712.0
38,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,No,17,3,3,1,19,2,3,10,8,0,1,0.8291186468096245,0,0,2.0,0.4,0,1,0.1692563479995422,0,0,217098.0
58,Non-Travel,390,Research & Development,1,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Yes,13,3,4,1,12,2,3,5,3,1,2,0.8833922259923335,0,2,3.6666666666666665,0.23076923076923078,0,0,0.1921453842506474,0,0,101880.0
31,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Yes,12,3,3,1,6,4,3,5,2,0,3,1.0371292260864697,0,2,3.3333333333333335,0.2857142857142857,0,0,0.24488011695906434,0,0,86778.0
31,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,No,12,3,4,0,9,1,3,2,2,1,0,0.3120124804505441,0,0,2.0,0.2,0,1,0.5854931446262717,0,1,115380.0
45,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,No,18,3,1,1,24,2,3,24,9,9,11,4.606525910824083,1,0,1.0,0.36,0,0,0.10903459566816069,0,0,93780.0
31,Travel_Rarely,192,Research & Development,2,4,Life Sciences,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,0,Yes,18,3,2,1,3,2,1,2,2,2,2,0.7421150275539462,0,2,3.0,0.5,1,0,0.5197368421052632,0,1,48510.0
33,Travel_Frequently,553,Research & Development,5,4,Life Sciences,4,Female,74,3,3,Manager,2,Married,11878,23364,6,No,11,3,2,2,12,2,3,10,6,8,8,0.8418925744366145,1,0,2.6666666666666665,0.46153846153846156,0,0,0.2934909214330522,0,0,213804.0
39,Travel_Rarely,117,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Yes,14,3,4,0,21,3,3,21,9,11,10,1.2303726270664181,1,2,2.6666666666666665,0.4090909090909091,0,0,0.39369932909631744,0,0,307224.0
43,Travel_Frequently,185,Research & Development,10,4,Life Sciences,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,No,19,3,1,0,9,5,3,8,7,1,7,3.258655803153297,0,0,2.6666666666666665,0.7,1,0,0.09923067409953326,0,0,44190.0
49,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7,0.5012890288956395,0,2,3.3333333333333335,0.038461538461538464,0,0,0.2889414830608861,0,0,251352.0
52,Travel_Rarely,723,Research & Development,8,4,Medical,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,No,15,3,1,0,11,3,2,8,2,7,7,1.6191054439143684,1,0,2.0,0.16666666666666666,0,0,0.5071890957339874,1,0,88938.0
27,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Yes,12,3,2,0,4,2,2,4,3,1,2,1.6142050033840978,0,2,2.3333333333333335,0.6,1,0,0.9397692161680498,0,1,44604.0
32,Travel_Rarely,588,Sales,8,2,Technical Degree,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,Yes,11,3,4,0,13,2,3,13,12,11,9,2.4866105580553537,1,2,3.0,0.8571428571428571,0,0,0.6166619757951027,0,1,94104.0
27,Travel_Rarely,1377,Sales,2,3,Life Sciences,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Yes,11,3,1,0,5,3,3,5,4,0,4,1.116569897026224,0,2,2.6666666666666665,0.6666666666666666,0,0,0.7238859180035652,0,1,80604.0
31,Travel_Rarely,691,Sales,7,3,Marketing,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,No,12,3,4,3,13,3,3,7,7,1,7,0.9275208690966582,0,0,4.0,0.5,0,0,0.0011734096833298348,0,0,135846.0
32,Travel_Rarely,1018,Research & Development,2,4,Medical,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,No,16,3,3,0,10,0,2,7,7,0,7,1.3847675566004416,0,0,2.6666666666666665,0.6363636363636364,0,0,0.23172222222222222,0,0,90990.0
28,Travel_Rarely,1157,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Yes,13,3,4,0,5,4,2,3,2,2,2,0.8660508080640731,0,2,3.0,0.3333333333333333,0,0,0.942700301101423,1,1,62352.0
30,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,No,13,3,4,2,11,2,3,10,8,1,9,1.731601731301887,0,0,4.0,0.6666666666666666,0,0,0.0,0,0,103950.0
31,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,No,24,4,1,1,10,2,3,10,9,8,9,1.1181929999867837,1,0,2.3333333333333335,0.8181818181818182,0,0,0.1144895707496599,0,0,160974.0
39,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,19272,21141,1,No,15,3,1,1,21,2,3,21,9,13,3,1.0896637608400963,1,0,2.6666666666666665,0.4090909090909091,0,0,0.09923067409953326,0,0,346896.0
39,Travel_Rarely,1162,Sales,3,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0,0.19091256201013504,0,2,2.6666666666666665,0.0,0,1,0.5560813799203892,1,1,94284.0
33,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,No,14,3,3,0,9,6,2,7,7,0,1,1.4950875690954533,0,0,3.0,0.7,0,1,0.46781947446548083,0,0,84276.0
47,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,No,11,3,2,1,21,2,3,3,2,1,1,0.16393442622055002,0,0,3.0,0.09090909090909091,0,1,0.06195479366834866,0,0,329400.0
43,Travel_Frequently,559,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,No,11,3,2,1,9,3,4,9,7,0,0,1.7120030432353048,0,0,2.6666666666666665,0.7,0,1,0.08907876734319284,0,0,94626.0
27,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4,0.7875255944577846,0,2,3.0,0.5714285714285714,0,0,0.5038277511961722,0,0,114282.0
54,Travel_Frequently,928,Research & Development,20,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,No,12,3,4,0,20,4,2,4,3,0,3,0.8215239267156451,0,0,3.6666666666666665,0.14285714285714285,0,0,0.02086716848544606,0,0,87642.0
43,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,No,16,3,1,1,10,1,2,1,0,0,0,0.10015022532797695,0,0,1.6666666666666667,0.0,0,1,0.5854931446262717,0,1,179730.0
45,Travel_Rarely,549,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,No,14,3,1,2,12,3,3,10,9,9,8,2.7048958607776856,1,0,3.0,0.6923076923076923,0,0,0.2120383141762452,0,0,66546.0
40,Travel_Rarely,1124,Sales,1,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Yes,22,4,3,3,6,2,2,4,3,0,2,0.5364087433905849,0,2,3.0,0.42857142857142855,0,0,0.4535337601797666,0,0,134226.0
29,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,3.3034450196774676,0,2,2.3333333333333335,0.875,1,0,0.951940523244871,1,1,38142.0
29,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,No,17,3,3,0,4,2,3,3,2,2,2,0.7532011045058495,0,0,3.0,0.4,0,0,0.39369932909631744,0,0,71694.0
30,Travel_Rarely,570,Sales,5,3,Marketing,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,1.6345210850548346,0,0,3.3333333333333335,0.8181818181818182,0,0,0.0,0,0,110124.0
27,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,1.287415513149756,0,0,1.6666666666666667,0.7777777777777778,0,0,0.18996182565312725,0,0,111852.0
37,Travel_Rarely,1192,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,0.9453285015053838,0,0,3.6666666666666665,0.2222222222222222,0,0,0.09459299294011297,0,0,114246.0
38,Travel_Rarely,343,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9,0.9556907036528505,0,2,3.0,0.7692307692307693,0,0,0.10903459566816069,0,0,207180.0
31,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,1.5399692004003964,1,2,3.3333333333333335,0.75,0,0,0.464172058052107,0,0,128574.0
29,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,0.8466376389880699,0,2,2.3333333333333335,0.875,0,0,0.39369932909631744,0,0,148824.0
35,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,No,13,3,4,0,17,5,3,16,6,0,13,1.9765287211888165,0,0,3.0,0.3333333333333333,0,0,0.030777489400376147,0,0,145710.0
23,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,No,12,3,3,2,4,2,2,4,2,0,2,1.3774104678452443,0,0,3.3333333333333335,0.4,1,0,0.18958523208360106,0,0,52272.0
41,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2,0.8289124667060821,0,2,3.3333333333333335,0.4444444444444444,0,0,0.615573076319419,0,1,108576.0
47,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,No,19,3,1,0,5,3,3,0,0,0,0,0.0,0,0,2.0,0.0,0,1,0.5341766180156273,0,1,53568.0
42,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,No,14,3,2,0,16,2,3,1,0,0,0,0.06253126562890625,0,0,2.3333333333333335,0.0,0,1,0.2622894684088714,0,0,287856.0
29,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2,0.8604000858549365,0,0,2.6666666666666665,0.6,0,0,0.23953435805808176,0,0,83682.0
42,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0,1.1127596435041691,0,2,3.0,0.4,1,1,0.3400525941719971,0,0,48528.0
32,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,No,13,3,3,1,8,4,3,8,0,0,7,3.375527424736064,0,0,2.6666666666666665,0.0,1,0,0.10903459566816069,0,0,42660.0
48,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,12504,23978,3,No,21,4,2,1,15,3,1,0,0,0,0,0.0,0,0,2.0,0.0,0,1,0.4423134015909869,0,0,225072.0
37,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7,1.1717442247787504,1,2,1.6666666666666667,0.5,0,0,0.5373839009287925,0,1,107532.0
30,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,0.4222972972081298,0,2,3.0,0.4,0,0,0.7365198612985119,0,1,85248.0
26,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,No,17,3,2,1,8,3,3,8,7,7,7,1.510574017841659,1,0,2.6666666666666665,0.7777777777777778,0,0,0.315876769996173,0,0,95328.0
42,Travel_Rarely,1332,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,No,23,4,2,0,14,6,3,1,0,0,0,0.14747087448053814,0,0,2.3333333333333335,0.0,0,1,0.2956081497275527,0,0,122058.0
21,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,1.3799448015731623,0,2,2.0,0.5,1,0,0.9916666666666668,1,1,39132.0
36,Non-Travel,845,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,No,15,3,2,0,7,6,3,1,0,0,0,0.1503081316473308,0,0,3.3333333333333335,0.0,0,1,0.237611105835772,0,0,119754.0
36,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,1.3403443652603007,0,0,2.0,0.5294117647058824,0,0,0.3774142962996567,0,0,174582.0
57,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,0.4441154699564596,0,0,3.3333333333333335,0.125,0,0,0.09459299294011297,0,0,121590.0
40,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7,3.1631269755250213,0,2,3.3333333333333335,0.6363636363636364,1,0,0.19108026424571412,0,0,39834.0
21,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2,1.149425286915929,0,0,2.6666666666666665,0.5,1,0,0.514542036910458,0,1,46980.0
33,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0,0.3507541212378975,0,2,3.0,0.0,1,1,0.9736796536796536,1,1,51318.0
37,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,1.448435689035795,0,0,2.0,0.2222222222222222,0,0,0.15012708536669145,0,0,62136.0
46,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,No,14,3,3,0,7,2,4,1,0,0,0,0.19018638261883103,0,0,3.0,0.0,0,1,0.09530098474612493,0,0,94644.0
41,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7,0.8551576696039382,1,0,2.0,0.7777777777777778,0,0,0.4789037390381175,1,0,168390.0
50,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,No,15,3,4,0,20,2,3,4,3,1,3,0.3810975609393009,0,0,4.0,0.14285714285714285,0,0,0.09459299294011297,0,0,188928.0
40,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0,0.94043887132595,0,2,2.3333333333333335,0.4444444444444444,0,1,0.7739962651727359,1,1,114840.0
31,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,0.7527286410415022,0,2,3.0,0.5,1,0,0.785686274509804,0,1,47826.0
21,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,0.3681885123828466,0,0,3.0,0.0,1,1,0.9142409202331601,1,1,48888.0
29,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,1.3630168099213917,0,0,4.0,0.2857142857142857,1,0,0.4192054019708114,0,0,39618.0
35,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,0.1529051987533784,0,0,2.6666666666666665,0.09090909090909091,0,1,0.7122585876455846,0,1,117720.0
27,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,1.3102725363442682,0,0,2.6666666666666665,0.3333333333333333,0,0,0.10903459566816069,0,0,68688.0
28,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,1.3325718634432568,0,0,3.3333333333333335,0.625,0,0,0.315876769996173,0,0,94554.0
49,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,0.45599635198759725,0,0,2.6666666666666665,0.07407407407407407,0,1,0.2622894684088714,0,0,197370.0
51,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,1.4181523497937292,0,0,3.3333333333333335,0.3684210526315789,0,0,0.05325914149443591,0,0,88848.0
36,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,0.7864726697654452,0,0,3.0,0.2857142857142857,1,0,0.21174603174603174,0,0,45774.0
34,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,0.942684766036447,0,2,2.3333333333333335,0.2,0,0,0.9736796536796536,1,1,95472.0
55,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,0.3001380634911977,0,2,3.3333333333333335,0.12903225806451613,0,0,0.02972972972972973,0,0,299862.0
24,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,1.173708919912275,0,2,3.6666666666666665,0.3333333333333333,0,0,0.22123087053660054,0,0,76680.0
30,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,0.40387722116160046,0,0,2.0,0.0,1,1,0.7085434173669467,0,1,44568.0
26,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,1.9342359761656236,0,0,2.3333333333333335,0.5,0,0,0.10903459566816069,1,0,55836.0
22,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,0.8912655967507728,0,0,2.3333333333333335,0.3333333333333333,1,0,0.48954203691045794,0,0,40392.0
36,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,1.316482358963075,1,0,2.3333333333333335,0.8181818181818182,0,1,0.5190505675954592,0,1,136728.0
30,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,0.437636761296439,0,2,3.3333333333333335,0.0,1,1,0.9691097612065354,1,1,41130.0
37,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,5.932762028367581,1,0,2.6666666666666665,0.3684210526315789,0,0,0.1043969145087404,0,0,54612.0
40,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,0.8748906385170795,0,0,3.0,0.4444444444444444,0,0,0.09459299294011297,0,0,102870.0
42,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,1.9409937880663843,0,0,1.6666666666666667,0.2222222222222222,1,0,0.2906961287323929,0,0,46368.0
37,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,0.2382654276296723,0,2,3.0,0.0,0,1,0.6814782053172147,0,1,75546.0
43,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,1.743861607021215,1,0,2.0,0.38461538461538464,0,0,0.09923067409953326,0,0,258048.0
40,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,No,22,4,2,1,20,3,3,1,0,0,0,0.29002320177203506,0,0,2.3333333333333335,0.0,0,1,0.2070438596491228,0,0,62064.0
54,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,0.20612181798381318,0,0,1.6666666666666667,0.08,0,0,0.09459299294011297,0,0,349308.0
34,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2,0.4588559191711753,0,0,2.3333333333333335,0.2857142857142857,0,0,0.39369932909631744,0,0,117684.0
31,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,3.0190431948399805,1,0,1.6666666666666667,0.7142857142857143,0,0,0.315876769996173,0,0,77508.0
43,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,1.3286093882512802,0,0,3.0,0.2222222222222222,1,0,0.4192054019708114,0,0,40644.0
43,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,1.1057054398262482,0,2,3.3333333333333335,0.2222222222222222,0,0,0.24488011695906434,0,0,81396.0
25,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,1.1143302872488676,0,2,2.6666666666666665,0.6666666666666666,0,0,0.8797414293095993,0,1,80766.0
37,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,2.9220049442746676,1,2,2.0,0.6875,0,0,0.5321890957339874,0,1,80082.0
31,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,1.8034265095566155,1,0,2.6666666666666665,0.4,1,0,0.6362108479755537,0,1,39924.0
39,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,1.0939209250875699,0,2,2.6666666666666665,0.36363636363636365,0,0,0.03842538190364277,0,0,345546.0
56,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,0.5298213744679214,1,0,2.6666666666666665,0.1891891891891892,0,0,0.09459299294011297,0,0,237816.0
30,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,0.7602250264922875,1,0,2.3333333333333335,0.5714285714285714,0,0,0.4818191168756364,0,0,118386.0
41,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,No,16,3,3,1,10,2,3,10,7,0,7,1.191611058008626,0,0,2.0,0.6363636363636364,0,0,0.10903459566816069,0,0,151056.0
28,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,1,10,2,3,10,0,1,8,2.1939447121119033,0,0,2.6666666666666665,0.0,0,0,0.10903459566816069,0,0,82044.0
25,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,0.4961548001746081,0,0,1.6666666666666667,0.2857142857142857,0,0,0.5478784922711426,1,1,72558.0
52,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,0.627431296194324,0,2,3.3333333333333335,0.13793103448275862,0,0,0.09459299294011297,0,0,143442.0
